id,train_id,section_id,service_date,scheduled_entry,scheduled_exit,train_type,priority_class
MV_TRN_41_SEC2_3,TRN_41,SEC2,2026-09-10,2026-09-10 12:26:00,2026-09-10 13:06:00,EXPRESS,HIGH
MV_TRN_42_SEC4_3,TRN_42,SEC4,2026-09-10,2026-09-10 18:40:00,2026-09-10 19:07:00,EXPRESS,HIGH
MV_TRN_43_SEC4_3,TRN_43,SEC4,2026-09-10,2026-09-10 01:26:00,2026-09-10 01:44:00,PASSENGER,MEDIUM
MV_TRN_44_SEC1_3,TRN_44,SEC1,2026-09-10,2026-09-10 10:30:00,2026-09-10 11:22:00,EXPRESS,HIGH
MV_TRN_45_SEC3_3,TRN_45,SEC3,2026-09-10,2026-09-10 13:47:00,2026-09-10 14:38:00,PASSENGER,MEDIUM
MV_TRN_46_SEC4_3,TRN_46,SEC4,2026-09-10,2026-09-10 11:58:00,2026-09-10 12:49:00,EXPRESS,HIGH
MV_TRN_47_SEC1_3,TRN_47,SEC1,2026-09-10,2026-09-10 00:01:00,2026-09-10 00:52:00,PASSENGER,MEDIUM
MV_TRN_48_SEC2_3,TRN_48,SEC2,2026-09-10,2026-09-10 07:04:00,2026-09-10 07:31:00,EXPRESS,HIGH
MV_TRN_49_SEC2_3,TRN_49,SEC2,2026-09-10,2026-09-10 12:19:00,2026-09-10 12:41:00,EXPRESS,HIGH
MV_TRN_0_SEC1_4,TRN_0,SEC1,2026-09-11,2026-09-11 08:49:00,2026-09-11 09:40:00,FREIGHT,LOW
MV_TRN_1_SEC2_4,TRN_1,SEC2,2026-09-11,2026-09-11 01:20:00,2026-09-11 02:12:00,PASSENGER,MEDIUM
MV_TRN_2_SEC4_4,TRN_2,SEC4,2026-09-11,2026-09-11 01:27:00,2026-09-11 01:42:00,PASSENGER,MEDIUM
MV_TRN_3_SEC4_4,TRN_3,SEC4,2026-09-11,2026-09-11 15:38:00,2026-09-11 16:00:00,FREIGHT,LOW
MV_TRN_4_SEC3_4,TRN_4,SEC3,2026-09-11,2026-09-11 12:26:00,2026-09-11 13:19:00,PASSENGER,MEDIUM
MV_TRN_5_SEC1_4,TRN_5,SEC1,2026-09-11,2026-09-11 16:18:00,2026-09-11 16:41:00,FREIGHT,LOW
MV_TRN_6_SEC2_4,TRN_6,SEC2,2026-09-11,2026-09-11 17:18:00,2026-09-11 17:51:00,PASSENGER,MEDIUM
MV_TRN_7_SEC2_4,TRN_7,SEC2,2026-09-11,2026-09-11 14:31:00,2026-09-11 15:13:00,EXPRESS,HIGH
MV_TRN_8_SEC3_4,TRN_8,SEC3,2026-09-11,2026-09-11 16:39:00,2026-09-11 17:15:00,FREIGHT,LOW
MV_TRN_9_SEC3_4,TRN_9,SEC3,2026-09-11,2026-09-11 03:44:00,2026-09-11 04:21:00,PASSENGER,MEDIUM
MV_TRN_10_SEC4_4,TRN_10,SEC4,2026-09-11,2026-09-11 02:55:00,2026-09-11 03:24:00,EXPRESS,HIGH
MV_TRN_11_SEC3_4,TRN_11,SEC3,2026-09-11,2026-09-11 19:55:00,2026-09-11 20:43:00,EXPRESS,HIGH
MV_TRN_12_SEC1_4,TRN_12,SEC1,2026-09-11,2026-09-11 11:34:00,2026-09-11 12:22:00,PASSENGER,MEDIUM
MV_TRN_13_SEC1_4,TRN_13,SEC1,2026-09-11,2026-09-11 00:03:00,2026-09-11 00:43:00,FREIGHT,LOW
MV_TRN_14_SEC4_4,TRN_14,SEC4,2026-09-11,2026-09-11 06:19:00,2026-09-11 06:55:00,EXPRESS,HIGH
MV_TRN_15_SEC1_4,TRN_15,SEC1,2026-09-11,2026-09-11 05:53:00,2026-09-11 06:52:00,EXPRESS,HIGH
MV_TRN_16_SEC2_4,TRN_16,SEC2,2026-09-11,2026-09-11 07:12:00,2026-09-11 07:30:00,EXPRESS,HIGH
MV_TRN_17_SEC4_4,TRN_17,SEC4,2026-09-11,2026-09-11 13:36:00,2026-09-11 13:58:00,EXPRESS,HIGH
MV_TRN_18_SEC1_4,TRN_18,SEC1,2026-09-11,2026-09-11 09:09:00,2026-09-11 10:08:00,FREIGHT,LOW
MV_TRN_19_SEC3_4,TRN_19,SEC3,2026-09-11,2026-09-11 20:31:00,2026-09-11 21:27:00,PASSENGER,MEDIUM
MV_TRN_20_SEC3_4,TRN_20,SEC3,2026-09-11,2026-09-11 02:35:00,2026-09-11 03:24:00,EXPRESS,HIGH
MV_TRN_21_SEC3_4,TRN_21,SEC3,2026-09-11,2026-09-11 03:13:00,2026-09-11 03:42:00,PASSENGER,MEDIUM
MV_TRN_22_SEC2_4,TRN_22,SEC2,2026-09-11,2026-09-11 06:22:00,2026-09-11 07:18:00,EXPRESS,HIGH
MV_TRN_23_SEC3_4,TRN_23,SEC3,2026-09-11,2026-09-11 11:39:00,2026-09-11 12:31:00,EXPRESS,HIGH
MV_TRN_24_SEC3_4,TRN_24,SEC3,2026-09-11,2026-09-11 04:11:00,2026-09-11 05:01:00,FREIGHT,LOW
MV_TRN_25_SEC3_4,TRN_25,SEC3,2026-09-11,2026-09-11 19:27:00,2026-09-11 19:42:00,PASSENGER,MEDIUM
MV_TRN_26_SEC2_4,TRN_26,SEC2,2026-09-11,2026-09-11 04:24:00,2026-09-11 04:40:00,PASSENGER,MEDIUM
MV_TRN_27_SEC2_4,TRN_27,SEC2,2026-09-11,2026-09-11 11:33:00,2026-09-11 11:58:00,FREIGHT,LOW
MV_TRN_28_SEC1_4,TRN_28,SEC1,2026-09-11,2026-09-11 10:44:00,2026-09-11 11:20:00,EXPRESS,HIGH
MV_TRN_29_SEC1_4,TRN_29,SEC1,2026-09-11,2026-09-11 09:55:00,2026-09-11 10:17:00,EXPRESS,HIGH
MV_TRN_30_SEC3_4,TRN_30,SEC3,2026-09-11,2026-09-11 00:55:00,2026-09-11 01:52:00,PASSENGER,MEDIUM
MV_TRN_31_SEC3_4,TRN_31,SEC3,2026-09-11,2026-09-11 08:44:00,2026-09-11 09:19:00,EXPRESS,HIGH
MV_TRN_32_SEC3_4,TRN_32,SEC3,2026-09-11,2026-09-11 12:25:00,2026-09-11 13:22:00,EXPRESS,HIGH
MV_TRN_33_SEC4_4,TRN_33,SEC4,2026-09-11,2026-09-11 20:07:00,2026-09-11 20:29:00,FREIGHT,LOW
MV_TRN_34_SEC3_4,TRN_34,SEC3,2026-09-11,2026-09-11 19:52:00,2026-09-11 20:31:00,PASSENGER,MEDIUM
MV_TRN_35_SEC2_4,TRN_35,SEC2,2026-09-11,2026-09-11 15:07:00,2026-09-11 15:49:00,PASSENGER,MEDIUM
MV_TRN_36_SEC4_4,TRN_36,SEC4,2026-09-11,2026-09-11 08:13:00,2026-09-11 08:59:00,PASSENGER,MEDIUM
MV_TRN_37_SEC4_4,TRN_37,SEC4,2026-09-11,2026-09-11 13:39:00,2026-09-11 14:26:00,PASSENGER,MEDIUM
MV_TRN_38_SEC2_4,TRN_38,SEC2,2026-09-11,2026-09-11 18:48:00,2026-09-11 19:22:00,FREIGHT,LOW
MV_TRN_39_SEC1_4,TRN_39,SEC1,2026-09-11,2026-09-11 08:09:00,2026-09-11 08:49:00,FREIGHT,LOW
MV_TRN_40_SEC4_4,TRN_40,SEC4,2026-09-11,2026-09-11 13:06:00,2026-09-11 13:57:00,EXPRESS,HIGH
MV_TRN_41_SEC4_4,TRN_41,SEC4,2026-09-11,2026-09-11 17:09:00,2026-09-11 17:37:00,FREIGHT,LOW
MV_TRN_42_SEC2_4,TRN_42,SEC2,2026-09-11,2026-09-11 20:44:00,2026-09-11 21:22:00,PASSENGER,MEDIUM
MV_TRN_43_SEC4_4,TRN_43,SEC4,2026-09-11,2026-09-11 03:16:00,2026-09-11 04:14:00,PASSENGER,MEDIUM
MV_TRN_44_SEC2_4,TRN_44,SEC2,2026-09-11,2026-09-11 00:45:00,2026-09-11 01:26:00,PASSENGER,MEDIUM
MV_TRN_45_SEC2_4,TRN_45,SEC2,2026-09-11,2026-09-11 02:00:00,2026-09-11 02:36:00,EXPRESS,HIGH
MV_TRN_46_SEC1_4,TRN_46,SEC1,2026-09-11,2026-09-11 09:35:00,2026-09-11 09:59:00,PASSENGER,MEDIUM
MV_TRN_47_SEC1_4,TRN_47,SEC1,2026-09-11,2026-09-11 10:43:00,2026-09-11 11:22:00,PASSENGER,MEDIUM
MV_TRN_48_SEC4_4,TRN_48,SEC4,2026-09-11,2026-09-11 13:00:00,2026-09-11 13:53:00,FREIGHT,LOW
MV_TRN_49_SEC3_4,TRN_49,SEC3,2026-09-11,2026-09-11 03:42:00,2026-09-11 04:12:00,PASSENGER,MEDIUM
MV_TRN_0_SEC2_5,TRN_0,SEC2,2026-09-12,2026-09-12 10:34:00,2026-09-12 11:10:00,EXPRESS,HIGH
MV_TRN_1_SEC1_5,TRN_1,SEC1,2026-09-12,2026-09-12 17:41:00,2026-09-12 18:25:00,FREIGHT,LOW
MV_TRN_2_SEC2_5,TRN_2,SEC2,2026-09-12,2026-09-12 03:06:00,2026-09-12 03:41:00,EXPRESS,HIGH
MV_TRN_3_SEC3_5,TRN_3,SEC3,2026-09-12,2026-09-12 11:35:00,2026-09-12 12:09:00,PASSENGER,MEDIUM
MV_TRN_4_SEC4_5,TRN_4,SEC4,2026-09-12,2026-09-12 09:20:00,2026-09-12 09:42:00,PASSENGER,MEDIUM
MV_TRN_5_SEC2_5,TRN_5,SEC2,2026-09-12,2026-09-12 20:34:00,2026-09-12 20:56:00,EXPRESS,HIGH
MV_TRN_6_SEC1_5,TRN_6,SEC1,2026-09-12,2026-09-12 00:38:00,2026-09-12 01:06:00,FREIGHT,LOW
MV_TRN_7_SEC1_5,TRN_7,SEC1,2026-09-12,2026-09-12 13:50:00,2026-09-12 14:34:00,PASSENGER,MEDIUM
MV_TRN_8_SEC2_5,TRN_8,SEC2,2026-09-12,2026-09-12 06:42:00,2026-09-12 07:11:00,EXPRESS,HIGH
MV_TRN_9_SEC4_5,TRN_9,SEC4,2026-09-12,2026-09-12 20:12:00,2026-09-12 20:38:00,EXPRESS,HIGH
MV_TRN_10_SEC4_5,TRN_10,SEC4,2026-09-12,2026-09-12 14:45:00,2026-09-12 15:42:00,PASSENGER,MEDIUM
MV_TRN_11_SEC4_5,TRN_11,SEC4,2026-09-12,2026-09-12 15:42:00,2026-09-12 16:31:00,EXPRESS,HIGH
MV_TRN_12_SEC4_5,TRN_12,SEC4,2026-09-12,2026-09-12 10:12:00,2026-09-12 11:01:00,PASSENGER,MEDIUM
MV_TRN_13_SEC3_5,TRN_13,SEC3,2026-09-12,2026-09-12 08:52:00,2026-09-12 09:40:00,EXPRESS,HIGH
MV_TRN_14_SEC4_5,TRN_14,SEC4,2026-09-12,2026-09-12 17:44:00,2026-09-12 18:34:00,EXPRESS,HIGH
MV_TRN_15_SEC3_5,TRN_15,SEC3,2026-09-12,2026-09-12 15:21:00,2026-09-12 15:37:00,PASSENGER,MEDIUM
MV_TRN_16_SEC2_5,TRN_16,SEC2,2026-09-12,2026-09-12 15:11:00,2026-09-12 15:54:00,PASSENGER,MEDIUM
MV_TRN_17_SEC2_5,TRN_17,SEC2,2026-09-12,2026-09-12 21:28:00,2026-09-12 21:46:00,EXPRESS,HIGH
MV_TRN_18_SEC4_5,TRN_18,SEC4,2026-09-12,2026-09-12 03:49:00,2026-09-12 04:14:00,EXPRESS,HIGH
MV_TRN_19_SEC2_5,TRN_19,SEC2,2026-09-12,2026-09-12 07:06:00,2026-09-12 07:55:00,FREIGHT,LOW
MV_TRN_20_SEC1_5,TRN_20,SEC1,2026-09-12,2026-09-12 12:26:00,2026-09-12 12:52:00,EXPRESS,HIGH
MV_TRN_21_SEC1_5,TRN_21,SEC1,2026-09-12,2026-09-12 18:06:00,2026-09-12 18:52:00,EXPRESS,HIGH
MV_TRN_22_SEC2_5,TRN_22,SEC2,2026-09-12,2026-09-12 04:18:00,2026-09-12 04:52:00,FREIGHT,LOW
MV_TRN_23_SEC4_5,TRN_23,SEC4,2026-09-12,2026-09-12 11:17:00,2026-09-12 11:46:00,FREIGHT,LOW
MV_TRN_24_SEC1_5,TRN_24,SEC1,2026-09-12,2026-09-12 03:12:00,2026-09-12 03:38:00,FREIGHT,LOW
MV_TRN_25_SEC3_5,TRN_25,SEC3,2026-09-12,2026-09-12 16:26:00,2026-09-12 17:05:00,FREIGHT,LOW
MV_TRN_26_SEC4_5,TRN_26,SEC4,2026-09-12,2026-09-12 09:35:00,2026-09-12 10:10:00,FREIGHT,LOW
MV_TRN_27_SEC2_5,TRN_27,SEC2,2026-09-12,2026-09-12 02:13:00,2026-09-12 03:11:00,PASSENGER,MEDIUM
MV_TRN_28_SEC2_5,TRN_28,SEC2,2026-09-12,2026-09-12 13:11:00,2026-09-12 13:37:00,EXPRESS,HIGH
MV_TRN_29_SEC3_5,TRN_29,SEC3,2026-09-12,2026-09-12 11:02:00,2026-09-12 11:30:00,EXPRESS,HIGH
MV_TRN_30_SEC2_5,TRN_30,SEC2,2026-09-12,2026-09-12 13:47:00,2026-09-12 14:09:00,EXPRESS,HIGH
MV_TRN_31_SEC3_5,TRN_31,SEC3,2026-09-12,2026-09-12 16:56:00,2026-09-12 17:38:00,EXPRESS,HIGH
MV_TRN_32_SEC2_5,TRN_32,SEC2,2026-09-12,2026-09-12 19:01:00,2026-09-12 19:19:00,FREIGHT,LOW
MV_TRN_33_SEC4_5,TRN_33,SEC4,2026-09-12,2026-09-12 05:21:00,2026-09-12 06:16:00,PASSENGER,MEDIUM
MV_TRN_34_SEC1_5,TRN_34,SEC1,2026-09-12,2026-09-12 06:00:00,2026-09-12 06:20:00,PASSENGER,MEDIUM
MV_TRN_35_SEC4_5,TRN_35,SEC4,2026-09-12,2026-09-12 01:09:00,2026-09-12 01:50:00,FREIGHT,LOW
MV_TRN_36_SEC2_5,TRN_36,SEC2,2026-09-12,2026-09-12 12:56:00,2026-09-12 13:50:00,PASSENGER,MEDIUM
MV_TRN_37_SEC4_5,TRN_37,SEC4,2026-09-12,2026-09-12 20:47:00,2026-09-12 21:30:00,EXPRESS,HIGH
MV_TRN_38_SEC1_5,TRN_38,SEC1,2026-09-12,2026-09-12 12:17:00,2026-09-12 12:50:00,PASSENGER,MEDIUM
MV_TRN_39_SEC3_5,TRN_39,SEC3,2026-09-12,2026-09-12 13:06:00,2026-09-12 14:02:00,PASSENGER,MEDIUM
MV_TRN_40_SEC4_5,TRN_40,SEC4,2026-09-12,2026-09-12 15:03:00,2026-09-12 15:25:00,PASSENGER,MEDIUM
MV_TRN_41_SEC3_5,TRN_41,SEC3,2026-09-12,2026-09-12 05:01:00,2026-09-12 05:24:00,PASSENGER,MEDIUM
MV_TRN_42_SEC4_5,TRN_42,SEC4,2026-09-12,2026-09-12 14:04:00,2026-09-12 14:34:00,FREIGHT,LOW
MV_TRN_43_SEC4_5,TRN_43,SEC4,2026-09-12,2026-09-12 01:33:00,2026-09-12 02:08:00,PASSENGER,MEDIUM
MV_TRN_44_SEC1_5,TRN_44,SEC1,2026-09-12,2026-09-12 03:31:00,2026-09-12 04:00:00,EXPRESS,HIGH
MV_TRN_45_SEC1_5,TRN_45,SEC1,2026-09-12,2026-09-12 11:04:00,2026-09-12 11:52:00,EXPRESS,HIGH
MV_TRN_46_SEC2_5,TRN_46,SEC2,2026-09-12,2026-09-12 18:18:00,2026-09-12 18:50:00,FREIGHT,LOW
MV_TRN_47_SEC2_5,TRN_47,SEC2,2026-09-12,2026-09-12 14:35:00,2026-09-12 15:01:00,FREIGHT,LOW
MV_TRN_48_SEC4_5,TRN_48,SEC4,2026-09-12,2026-09-12 11:19:00,2026-09-12 11:44:00,FREIGHT,LOW
MV_TRN_49_SEC4_5,TRN_49,SEC4,2026-09-12,2026-09-12 14:39:00,2026-09-12 15:10:00,EXPRESS,HIGH
MV_TRN_0_SEC4_6,TRN_0,SEC4,2026-09-13,2026-09-13 08:16:00,2026-09-13 08:52:00,EXPRESS,HIGH
MV_TRN_1_SEC2_6,TRN_1,SEC2,2026-09-13,2026-09-13 17:49:00,2026-09-13 18:30:00,EXPRESS,HIGH
MV_TRN_2_SEC1_6,TRN_2,SEC1,2026-09-13,2026-09-13 11:19:00,2026-09-13 12:04:00,EXPRESS,HIGH
MV_TRN_3_SEC3_6,TRN_3,SEC3,2026-09-13,2026-09-13 05:00:00,2026-09-13 05:24:00,PASSENGER,MEDIUM
MV_TRN_4_SEC3_6,TRN_4,SEC3,2026-09-13,2026-09-13 08:14:00,2026-09-13 08:47:00,FREIGHT,LOW
MV_TRN_5_SEC2_6,TRN_5,SEC2,2026-09-13,2026-09-13 01:28:00,2026-09-13 02:18:00,PASSENGER,MEDIUM
MV_TRN_6_SEC1_6,TRN_6,SEC1,2026-09-13,2026-09-13 19:48:00,2026-09-13 20:10:00,EXPRESS,HIGH
MV_TRN_7_SEC2_6,TRN_7,SEC2,2026-09-13,2026-09-13 06:28:00,2026-09-13 06:46:00,PASSENGER,MEDIUM
MV_TRN_8_SEC4_6,TRN_8,SEC4,2026-09-13,2026-09-13 10:45:00,2026-09-13 11:22:00,PASSENGER,MEDIUM
MV_TRN_9_SEC4_6,TRN_9,SEC4,2026-09-13,2026-09-13 12:36:00,2026-09-13 13:32:00,PASSENGER,MEDIUM
MV_TRN_10_SEC2_6,TRN_10,SEC2,2026-09-13,2026-09-13 05:22:00,2026-09-13 05:39:00,EXPRESS,HIGH
MV_TRN_11_SEC1_6,TRN_11,SEC1,2026-09-13,2026-09-13 16:24:00,2026-09-13 16:42:00,FREIGHT,LOW
MV_TRN_12_SEC3_6,TRN_12,SEC3,2026-09-13,2026-09-13 00:48:00,2026-09-13 01:27:00,PASSENGER,MEDIUM
MV_TRN_13_SEC2_6,TRN_13,SEC2,2026-09-13,2026-09-13 07:51:00,2026-09-13 08:27:00,EXPRESS,HIGH
MV_TRN_14_SEC3_6,TRN_14,SEC3,2026-09-13,2026-09-13 16:55:00,2026-09-13 17:41:00,EXPRESS,HIGH
MV_TRN_15_SEC3_6,TRN_15,SEC3,2026-09-13,2026-09-13 19:56:00,2026-09-13 20:47:00,PASSENGER,MEDIUM
MV_TRN_16_SEC4_6,TRN_16,SEC4,2026-09-13,2026-09-13 16:24:00,2026-09-13 16:59:00,PASSENGER,MEDIUM
MV_TRN_17_SEC4_6,TRN_17,SEC4,2026-09-13,2026-09-13 09:07:00,2026-09-13 09:35:00,EXPRESS,HIGH
MV_TRN_18_SEC1_6,TRN_18,SEC1,2026-09-13,2026-09-13 22:31:00,2026-09-13 23:10:00,FREIGHT,LOW
MV_TRN_19_SEC1_6,TRN_19,SEC1,2026-09-13,2026-09-13 01:58:00,2026-09-13 02:45:00,EXPRESS,HIGH
MV_TRN_20_SEC1_6,TRN_20,SEC1,2026-09-13,2026-09-13 10:39:00,2026-09-13 11:15:00,FREIGHT,LOW
MV_TRN_21_SEC2_6,TRN_21,SEC2,2026-09-13,2026-09-13 05:37:00,2026-09-13 06:27:00,PASSENGER,MEDIUM
MV_TRN_22_SEC3_6,TRN_22,SEC3,2026-09-13,2026-09-13 11:41:00,2026-09-13 12:33:00,FREIGHT,LOW
MV_TRN_23_SEC2_6,TRN_23,SEC2,2026-09-13,2026-09-13 11:28:00,2026-09-13 12:02:00,PASSENGER,MEDIUM
MV_TRN_24_SEC3_6,TRN_24,SEC3,2026-09-13,2026-09-13 20:00:00,2026-09-13 20:45:00,EXPRESS,HIGH
MV_TRN_25_SEC1_6,TRN_25,SEC1,2026-09-13,2026-09-13 11:32:00,2026-09-13 11:57:00,FREIGHT,LOW
MV_TRN_26_SEC1_6,TRN_26,SEC1,2026-09-13,2026-09-13 12:01:00,2026-09-13 12:57:00,EXPRESS,HIGH
MV_TRN_27_SEC2_6,TRN_27,SEC2,2026-09-13,2026-09-13 21:14:00,2026-09-13 22:04:00,EXPRESS,HIGH
MV_TRN_28_SEC2_6,TRN_28,SEC2,2026-09-13,2026-09-13 01:09:00,2026-09-13 02:04:00,PASSENGER,MEDIUM
MV_TRN_29_SEC3_6,TRN_29,SEC3,2026-09-13,2026-09-13 07:55:00,2026-09-13 08:22:00,EXPRESS,HIGH
MV_TRN_30_SEC1_6,TRN_30,SEC1,2026-09-13,2026-09-13 04:25:00,2026-09-13 05:23:00,PASSENGER,MEDIUM
MV_TRN_31_SEC1_6,TRN_31,SEC1,2026-09-13,2026-09-13 08:09:00,2026-09-13 09:03:00,PASSENGER,MEDIUM
MV_TRN_32_SEC1_6,TRN_32,SEC1,2026-09-13,2026-09-13 05:50:00,2026-09-13 06:05:00,PASSENGER,MEDIUM
MV_TRN_33_SEC3_6,TRN_33,SEC3,2026-09-13,2026-09-13 16:38:00,2026-09-13 17:34:00,FREIGHT,LOW
MV_TRN_34_SEC2_6,TRN_34,SEC2,2026-09-13,2026-09-13 00:35:00,2026-09-13 00:52:00,PASSENGER,MEDIUM
MV_TRN_35_SEC3_6,TRN_35,SEC3,2026-09-13,2026-09-13 05:21:00,2026-09-13 06:08:00,PASSENGER,MEDIUM
MV_TRN_36_SEC1_6,TRN_36,SEC1,2026-09-13,2026-09-13 19:44:00,2026-09-13 20:17:00,PASSENGER,MEDIUM
MV_TRN_37_SEC1_6,TRN_37,SEC1,2026-09-13,2026-09-13 20:22:00,2026-09-13 21:13:00,FREIGHT,LOW
MV_TRN_38_SEC1_6,TRN_38,SEC1,2026-09-13,2026-09-13 03:57:00,2026-09-13 04:39:00,FREIGHT,LOW
MV_TRN_39_SEC3_6,TRN_39,SEC3,2026-09-13,2026-09-13 01:38:00,2026-09-13 02:30:00,EXPRESS,HIGH
MV_TRN_40_SEC3_6,TRN_40,SEC3,2026-09-13,2026-09-13 22:56:00,2026-09-13 23:38:00,EXPRESS,HIGH
MV_TRN_41_SEC2_6,TRN_41,SEC2,2026-09-13,2026-09-13 19:44:00,2026-09-13 20:24:00,PASSENGER,MEDIUM
MV_TRN_42_SEC2_6,TRN_42,SEC2,2026-09-13,2026-09-13 11:54:00,2026-09-13 12:10:00,PASSENGER,MEDIUM
MV_TRN_43_SEC4_6,TRN_43,SEC4,2026-09-13,2026-09-13 03:00:00,2026-09-13 03:55:00,EXPRESS,HIGH
MV_TRN_44_SEC4_6,TRN_44,SEC4,2026-09-13,2026-09-13 10:35:00,2026-09-13 11:04:00,PASSENGER,MEDIUM
MV_TRN_45_SEC4_6,TRN_45,SEC4,2026-09-13,2026-09-13 06:11:00,2026-09-13 06:44:00,PASSENGER,MEDIUM
MV_TRN_46_SEC4_6,TRN_46,SEC4,2026-09-13,2026-09-13 02:46:00,2026-09-13 03:14:00,FREIGHT,LOW
MV_TRN_47_SEC4_6,TRN_47,SEC4,2026-09-13,2026-09-13 07:45:00,2026-09-13 08:23:00,EXPRESS,HIGH
MV_TRN_48_SEC3_6,TRN_48,SEC3,2026-09-13,2026-09-13 12:40:00,2026-09-13 13:19:00,FREIGHT,LOW
MV_TRN_49_SEC2_6,TRN_49,SEC2,2026-09-13,2026-09-13 08:50:00,2026-09-13 09:19:00,FREIGHT,LOW
