request_id,task_id,department,corridor_id,requested_start,requested_end,block_type,status
BR000741,TASK25211,Engineering,NJP-GHY,2026-01-29 13:45,2026-01-29 15:36,Bridge Inspection Block,Rejected
BR000742,TASK92527,Engineering,HWH-KGP,2026-01-29 14:15,2026-01-29 15:59,Non-Interlocking Block,Requested
BR000743,TASK61636,Engineering,VSKP-BZA,2026-01-29 15:00,2026-01-29 16:52,Non-Interlocking Block,Approved
BR000744,TASK51355,S&T,MAS-JTJ,2026-01-29 15:45,2026-01-29 16:35,Interlocking Testing Block,Completed
BR000745,TASK36320,Traction,ST-BCT,2026-01-29 22:45,2026-01-29 23:55,Traction Feed Block,Approved
BR000746,TASK43600,Traction,CNB-ALD,2026-01-29 23:00,2026-01-30 00:09,Power Block,Approved
BR000747,TASK10616,S&T,CSMT-BSR,2026-01-29 23:15,2026-01-30 02:24,Interlocking Testing Block,Rejected
BR000748,TASK12449,S&T,ALD-MGS,2026-01-29 23:15,2026-01-30 01:38,Cable Block,Completed
BR000749,TASK99448,S&T,JTJ-SBC,2026-01-29 23:15,2026-01-30 03:27,Interlocking Testing Block,Approved
BR000750,TASK32536,Engineering,BSR-BPL,2026-01-29 23:30,2026-01-30 04:25,Bridge Inspection Block,Requested
BR000751,TASK51920,Engineering,ALD-MGS,2026-01-29 23:45,2026-01-30 01:00,Non-Interlocking Block,Approved
BR000752,TASK38112,Engineering,VSKP-BZA,2026-01-29 23:45,2026-01-30 02:29,Bridge Inspection Block,Requested
BR000753,TASK52995,Traction,JP-ADI,2026-01-29 23:45,2026-01-30 01:12,OHE Maintenance Block,Approved
BR000754,TASK29723,S&T,HWH-KGP,2026-01-30 00:00,2026-01-30 04:40,Signal Maintenance Block,Approved
BR000755,TASK56608,S&T,NDLS-JHS,2026-01-30 00:15,2026-01-30 03:49,Interlocking Testing Block,Cancelled
BR000756,TASK35329,Engineering,SBC-MAS,2026-01-30 00:15,2026-01-30 02:28,Non-Interlocking Block,Approved
BR000757,TASK38281,S&T,DLI-JU,2026-01-30 00:30,2026-01-30 04:23,Interlocking Testing Block,Rejected
BR000758,TASK55605,Engineering,MAS-JTJ,2026-01-30 00:45,2026-01-30 02:27,Track Renewal Block,Rejected
BR000759,TASK15477,Traction,HWH-KGP,2026-01-30 01:00,2026-01-30 03:15,OHE Maintenance Block,Approved
BR000760,TASK24149,Traction,SBC-MAS,2026-01-30 01:00,2026-01-30 02:19,OHE Maintenance Block,Approved
BR000761,TASK50815,Engineering,VSKP-BZA,2026-01-30 01:00,2026-01-30 05:13,Traffic Block,Completed
BR000762,TASK33791,S&T,SC-NGP,2026-01-30 01:00,2026-01-30 02:04,Cable Block,Approved
BR000763,TASK25501,S&T,ADI-BRC,2026-01-30 01:15,2026-01-30 06:10,Cable Block,Rejected
BR000764,TASK66652,Engineering,MAS-JTJ,2026-01-30 01:15,2026-01-30 02:38,Traffic Block,Completed
BR000765,TASK35790,Engineering,BZA-MAS,2026-01-30 10:15,2026-01-30 12:14,Track Renewal Block,Approved
BR000766,TASK99537,Engineering,CSMT-BSR,2026-01-30 10:45,2026-01-30 12:41,Non-Interlocking Block,Approved
BR000767,TASK73819,S&T,MAS-JTJ,2026-01-30 12:00,2026-01-30 13:44,Signal Maintenance Block,Approved
BR000768,TASK24398,Traction,NGP-BSP,2026-01-30 12:30,2026-01-30 13:00,OHE Maintenance Block,Approved
BR000769,TASK32687,S&T,GZB-CNB,2026-01-30 13:30,2026-01-30 15:06,Interlocking Testing Block,Approved
BR000770,TASK86480,Engineering,MAS-JTJ,2026-01-30 14:15,2026-01-30 15:42,Traffic Block,Requested
BR000771,TASK71684,S&T,SBC-UBL,2026-01-30 15:45,2026-01-30 17:06,Signal Maintenance Block,Requested
BR000772,TASK45005,Engineering,ALD-MGS,2026-01-30 22:00,2026-01-31 02:23,Non-Interlocking Block,Approved
BR000773,TASK41729,Traction,KGP-VSKP,2026-01-30 22:00,2026-01-31 02:04,Traction Feed Block,Approved
BR000774,TASK48513,Engineering,NDLS-UMB,2026-01-30 22:30,2026-01-31 02:53,Non-Interlocking Block,Requested
BR000775,TASK61708,S&T,BSR-BPL,2026-01-30 23:00,2026-01-31 03:14,Interlocking Testing Block,Approved
BR000776,TASK59224,Traction,BSR-BPL,2026-01-30 23:00,2026-01-31 00:05,Traction Feed Block,Requested
BR000777,TASK73345,Engineering,ALD-MGS,2026-01-30 23:00,2026-01-31 00:42,Track Renewal Block,Approved
BR000778,TASK65792,Engineering,BZA-SC,2026-01-30 23:15,2026-01-31 03:34,Non-Interlocking Block,Approved
BR000779,TASK45104,Engineering,GZB-CNB,2026-01-30 23:15,2026-01-31 01:22,Bridge Inspection Block,Rejected
BR000780,TASK81996,S&T,SBC-UBL,2026-01-30 23:45,2026-01-31 03:56,Signal Maintenance Block,Approved
BR000781,TASK11571,Traction,CSMT-BSR,2026-01-31 00:00,2026-01-31 02:26,Traction Feed Block,Requested
BR000782,TASK37752,Engineering,NDLS-ASR,2026-01-31 00:00,2026-01-31 03:21,Non-Interlocking Block,Approved
BR000783,TASK38363,Engineering,CNB-ALD,2026-01-31 00:00,2026-01-31 02:32,Bridge Inspection Block,Approved
BR000784,TASK30264,Traction,BPL-JHS,2026-01-31 00:15,2026-01-31 03:02,Power Block,Rejected
BR000785,TASK70864,Traction,HWH-KGP,2026-01-31 00:15,2026-01-31 02:39,Power Block,Rejected
BR000786,TASK94983,Traction,VSKP-BZA,2026-01-31 00:15,2026-01-31 01:56,Traction Feed Block,Approved
BR000787,TASK94816,Engineering,NDLS-UMB,2026-01-31 00:30,2026-01-31 02:07,Traffic Block,Approved
BR000788,TASK48964,Traction,ADI-BRC,2026-01-31 01:00,2026-01-31 02:00,Power Block,Completed
BR000789,TASK94180,S&T,CNB-ALD,2026-01-31 01:00,2026-01-31 03:43,Interlocking Testing Block,Approved
BR000790,TASK43073,Engineering,NGP-BSP,2026-01-31 01:15,2026-01-31 03:20,Track Renewal Block,Rejected
BR000791,TASK12765,S&T,GZB-CNB,2026-01-31 01:15,2026-01-31 02:32,Signal Maintenance Block,Approved
BR000792,TASK81247,Engineering,CSMT-BSR,2026-01-31 01:30,2026-01-31 04:31,Bridge Inspection Block,Approved
BR000793,TASK15456,Traction,CSMT-BSR,2026-01-31 01:45,2026-01-31 05:45,Traction Feed Block,Completed
BR000794,TASK20036,Traction,MGS-HWH,2026-01-31 10:30,2026-01-31 11:03,Power Block,Completed
BR000795,TASK20511,S&T,PUNE-CSMT,2026-01-31 11:15,2026-01-31 12:06,Cable Block,Approved
BR000796,TASK66975,S&T,BZA-SC,2026-01-31 11:15,2026-01-31 12:06,Interlocking Testing Block,Approved
BR000797,TASK70569,Engineering,ADI-BRC,2026-01-31 12:45,2026-01-31 13:45,Non-Interlocking Block,Approved
BR000798,TASK69313,Traction,ADI-BRC,2026-01-31 15:00,2026-01-31 16:00,Power Block,Approved
BR000799,TASK96136,S&T,CSMT-BSR,2026-01-31 15:30,2026-01-31 17:06,Signal Maintenance Block,Approved
BR000800,TASK69008,Traction,VSKP-BZA,2026-01-31 22:15,2026-02-01 01:07,Power Block,Requested
BR000801,TASK52119,Traction,BSR-BPL,2026-01-31 22:15,2026-02-01 02:05,Traction Feed Block,Approved
BR000802,TASK44394,Engineering,MGS-HWH,2026-01-31 22:30,2026-02-01 02:33,Non-Interlocking Block,Completed
BR000803,TASK26430,Traction,ALD-MGS,2026-01-31 22:30,2026-02-01 01:57,Traction Feed Block,Approved
BR000804,TASK16480,Traction,HWH-NJP,2026-01-31 22:45,2026-02-01 02:53,Power Block,Requested
BR000805,TASK23138,Engineering,BZA-SC,2026-01-31 22:45,2026-02-01 00:06,Non-Interlocking Block,Approved
BR000806,TASK28730,Traction,HWH-NJP,2026-01-31 22:45,2026-02-01 00:45,Traction Feed Block,Approved
BR000807,TASK91185,S&T,ALD-MGS,2026-01-31 22:45,2026-02-01 00:33,Signal Maintenance Block,Approved
BR000808,TASK60161,S&T,UBL-PUNE,2026-01-31 23:00,2026-02-01 01:19,Signal Maintenance Block,Approved
BR000809,TASK21346,S&T,ADI-BRC,2026-01-31 23:00,2026-02-01 01:47,Cable Block,Approved
BR000810,TASK16522,S&T,ALD-MGS,2026-01-31 23:00,2026-02-01 03:53,Signal Maintenance Block,Cancelled
BR000811,TASK89688,Traction,NJP-GHY,2026-01-31 23:30,2026-02-01 03:08,Power Block,Approved
BR000812,TASK81071,Traction,MAS-JTJ,2026-02-01 00:00,2026-02-01 04:37,Power Block,Completed
BR000813,TASK92342,Engineering,BZA-MAS,2026-02-01 00:15,2026-02-01 05:05,Track Renewal Block,Completed
BR000814,TASK29982,Traction,NGP-BSP,2026-02-01 00:30,2026-02-01 04:00,Traction Feed Block,Approved
BR000815,TASK32206,Engineering,ST-BCT,2026-02-01 00:30,2026-02-01 03:00,Traffic Block,Approved
BR000816,TASK71745,Traction,MAS-JTJ,2026-02-01 01:15,2026-02-01 03:25,Power Block,Rejected
BR000817,TASK37493,S&T,SBC-UBL,2026-02-01 01:15,2026-02-01 05:22,Interlocking Testing Block,Approved
BR000818,TASK90433,Engineering,JU-JP,2026-02-01 01:15,2026-02-01 04:31,Non-Interlocking Block,Approved
BR000819,TASK95001,Traction,HWH-KGP,2026-02-01 01:30,2026-02-01 04:26,OHE Maintenance Block,Approved
BR000820,TASK65886,Engineering,SBC-MAS,2026-02-01 01:30,2026-02-01 04:56,Track Renewal Block,Approved
BR000821,TASK85245,Engineering,NDLS-UMB,2026-02-01 01:30,2026-02-01 06:17,Non-Interlocking Block,Approved
BR000822,TASK52949,Engineering,HWH-KGP,2026-02-01 01:45,2026-02-01 04:57,Track Renewal Block,Requested
BR000823,TASK85160,Traction,UBL-PUNE,2026-02-01 10:15,2026-02-01 10:47,OHE Maintenance Block,Rejected
BR000824,TASK84583,S&T,GZB-CNB,2026-02-01 11:00,2026-02-01 11:30,Interlocking Testing Block,Rejected
BR000825,TASK31827,Engineering,PUNE-CSMT,2026-02-01 12:45,2026-02-01 13:37,Non-Interlocking Block,Rejected
BR000826,TASK28244,S&T,SC-NGP,2026-02-01 13:30,2026-02-01 15:02,Signal Maintenance Block,Rejected
BR000827,TASK77185,Engineering,ADI-BRC,2026-02-01 22:00,2026-02-02 01:22,Bridge Inspection Block,Cancelled
BR000828,TASK35853,Traction,HWH-KGP,2026-02-01 22:30,2026-02-02 03:18,Traction Feed Block,Rejected
BR000829,TASK83127,S&T,JU-JP,2026-02-01 22:30,2026-02-02 02:17,Signal Maintenance Block,Approved
BR000830,TASK47857,S&T,BSR-BPL,2026-02-01 22:45,2026-02-02 03:42,Cable Block,Approved
BR000831,TASK59819,Engineering,NGP-BSP,2026-02-01 22:45,2026-02-02 02:21,Traffic Block,Approved
BR000832,TASK13738,S&T,NGP-BSP,2026-02-01 22:45,2026-02-02 02:06,Cable Block,Approved
BR000833,TASK39147,Engineering,NDLS-ASR,2026-02-01 23:00,2026-02-02 02:13,Traffic Block,Approved
BR000834,TASK63826,Engineering,VSKP-BZA,2026-02-01 23:15,2026-02-02 04:05,Track Renewal Block,Approved
BR000835,TASK79336,Engineering,BSP-R,2026-02-01 23:30,2026-02-02 02:41,Bridge Inspection Block,Approved
BR000836,TASK65716,Engineering,HWH-KGP,2026-02-02 00:30,2026-02-02 04:30,Bridge Inspection Block,Approved
BR000837,TASK25080,Engineering,KGP-VSKP,2026-02-02 01:15,2026-02-02 02:38,Track Renewal Block,Requested
BR000838,TASK15263,Engineering,HWH-KGP,2026-02-02 01:30,2026-02-02 06:00,Non-Interlocking Block,Approved
BR000839,TASK83911,Traction,KGP-VSKP,2026-02-02 01:30,2026-02-02 02:53,OHE Maintenance Block,Requested
BR000840,TASK93566,Traction,NDLS-GZB,2026-02-02 01:45,2026-02-02 03:10,Traction Feed Block,Completed
BR000841,TASK17730,Traction,VSKP-BZA,2026-02-02 10:15,2026-02-02 12:03,OHE Maintenance Block,Completed
BR000842,TASK66297,Traction,BRC-ST,2026-02-02 11:30,2026-02-02 13:03,Power Block,Approved
BR000843,TASK96355,Engineering,NDLS-ASR,2026-02-02 12:30,2026-02-02 13:07,Bridge Inspection Block,Completed
BR000844,TASK93812,S&T,MGS-HWH,2026-02-02 13:00,2026-02-02 14:35,Signal Maintenance Block,Approved
BR000845,TASK21404,S&T,GZB-CNB,2026-02-02 13:15,2026-02-02 14:05,Cable Block,Requested
BR000846,TASK77496,Engineering,CNB-ALD,2026-02-02 13:30,2026-02-02 15:04,Traffic Block,Approved
BR000847,TASK72583,Engineering,SBC-UBL,2026-02-02 14:00,2026-02-02 15:49,Non-Interlocking Block,Approved
BR000848,TASK25412,S&T,HWH-KGP,2026-02-02 14:45,2026-02-02 16:24,Cable Block,Approved
BR000849,TASK53770,Traction,PUNE-CSMT,2026-02-02 15:00,2026-02-02 16:07,Power Block,Approved
BR000850,TASK13995,Engineering,KGP-VSKP,2026-02-02 22:00,2026-02-03 00:47,Bridge Inspection Block,Requested
BR000851,TASK92085,Engineering,MGS-HWH,2026-02-02 23:00,2026-02-03 02:33,Traffic Block,Requested
BR000852,TASK33930,Engineering,MAS-JTJ,2026-02-02 23:00,2026-02-03 02:39,Track Renewal Block,Approved
BR000853,TASK97092,Engineering,NDLS-UMB,2026-02-02 23:15,2026-02-03 03:36,Track Renewal Block,Completed
BR000854,TASK42554,Engineering,ALD-MGS,2026-02-02 23:15,2026-02-03 03:55,Bridge Inspection Block,Approved
BR000855,TASK19686,Engineering,SBC-MAS,2026-02-02 23:30,2026-02-03 04:06,Track Renewal Block,Requested
BR000856,TASK99619,Traction,NDLS-ASR,2026-02-02 23:45,2026-02-03 03:15,OHE Maintenance Block,Completed
BR000857,TASK37388,Engineering,HWH-KGP,2026-02-03 00:00,2026-02-03 02:38,Non-Interlocking Block,Approved
BR000858,TASK33745,S&T,NJP-GHY,2026-02-03 00:15,2026-02-03 04:15,Interlocking Testing Block,Approved
BR000859,TASK94833,Engineering,BZA-MAS,2026-02-03 00:15,2026-02-03 02:57,Traffic Block,Approved
BR000860,TASK52047,Engineering,CNB-ALD,2026-02-03 00:30,2026-02-03 02:25,Traffic Block,Approved
BR000861,TASK57863,Engineering,PUNE-CSMT,2026-02-03 00:30,2026-02-03 05:24,Non-Interlocking Block,Completed
BR000862,TASK36887,Engineering,BZA-SC,2026-02-03 00:45,2026-02-03 02:31,Bridge Inspection Block,Completed
BR000863,TASK69166,Engineering,SBC-UBL,2026-02-03 00:45,2026-02-03 04:41,Bridge Inspection Block,Requested
BR000864,TASK36420,Engineering,NJP-GHY,2026-02-03 00:45,2026-02-03 02:05,Traffic Block,Requested
BR000865,TASK75715,S&T,NGP-BSP,2026-02-03 01:00,2026-02-03 03:19,Cable Block,Requested
BR000866,TASK19759,Engineering,HWH-NJP,2026-02-03 01:00,2026-02-03 05:50,Track Renewal Block,Approved
BR000867,TASK97051,Traction,ALD-MGS,2026-02-03 01:15,2026-02-03 02:34,OHE Maintenance Block,Approved
BR000868,TASK17686,Engineering,NGP-BSP,2026-02-03 01:15,2026-02-03 04:56,Bridge Inspection Block,Completed
BR000869,TASK80551,Traction,UBL-PUNE,2026-02-03 01:30,2026-02-03 02:48,Traction Feed Block,Approved
BR000870,TASK19975,S&T,NDLS-GZB,2026-02-03 01:30,2026-02-03 04:02,Cable Block,Approved
BR000871,TASK72182,Traction,BZA-MAS,2026-02-03 01:30,2026-02-03 03:17,Traction Feed Block,Approved
BR000872,TASK45762,S&T,NDLS-GZB,2026-02-03 01:45,2026-02-03 05:13,Cable Block,Cancelled
BR000873,TASK74653,Engineering,BSP-R,2026-02-03 01:45,2026-02-03 06:12,Traffic Block,Requested
BR000874,TASK66803,Traction,UBL-PUNE,2026-02-03 10:30,2026-02-03 12:15,OHE Maintenance Block,Approved
BR000875,TASK12826,Traction,PUNE-CSMT,2026-02-03 15:00,2026-02-03 16:34,OHE Maintenance Block,Cancelled
BR000876,TASK15829,S&T,GZB-CNB,2026-02-03 15:15,2026-02-03 15:54,Signal Maintenance Block,Cancelled
BR000877,TASK48744,Engineering,HWH-KGP,2026-02-03 22:00,2026-02-04 02:21,Traffic Block,Requested
BR000878,TASK14320,Engineering,CSMT-BSR,2026-02-03 22:15,2026-02-04 00:56,Track Renewal Block,Completed
BR000879,TASK49676,Engineering,SBC-MAS,2026-02-03 22:15,2026-02-04 03:01,Non-Interlocking Block,Approved
BR000880,TASK36559,Engineering,SBC-UBL,2026-02-03 22:15,2026-02-03 23:59,Bridge Inspection Block,Rejected
BR000881,TASK55146,Engineering,VSKP-BZA,2026-02-03 22:45,2026-02-04 02:25,Track Renewal Block,Completed
BR000882,TASK65280,Traction,DLI-JU,2026-02-03 23:15,2026-02-04 01:14,Power Block,Approved
BR000883,TASK78767,Engineering,CNB-ALD,2026-02-03 23:30,2026-02-04 02:08,Track Renewal Block,Rejected
BR000884,TASK22722,S&T,KGP-VSKP,2026-02-03 23:45,2026-02-04 04:34,Interlocking Testing Block,Approved
BR000885,TASK65928,Traction,JTJ-SBC,2026-02-03 23:45,2026-02-04 01:28,Power Block,Approved
BR000886,TASK69080,Traction,ADI-BRC,2026-02-04 00:00,2026-02-04 01:19,Traction Feed Block,Rejected
BR000887,TASK98585,Engineering,JP-ADI,2026-02-04 00:00,2026-02-04 03:51,Track Renewal Block,Approved
BR000888,TASK88490,Traction,KGP-VSKP,2026-02-04 00:15,2026-02-04 04:13,Traction Feed Block,Approved
BR000889,TASK35448,Traction,NDLS-UMB,2026-02-04 00:30,2026-02-04 02:04,Power Block,Completed
BR000890,TASK70487,Engineering,BSP-R,2026-02-04 00:45,2026-02-04 01:51,Track Renewal Block,Approved
BR000891,TASK16613,Engineering,ST-BCT,2026-02-04 01:00,2026-02-04 05:32,Bridge Inspection Block,Requested
BR000892,TASK16347,Engineering,BZA-SC,2026-02-04 01:15,2026-02-04 04:02,Bridge Inspection Block,Approved
BR000893,TASK86747,Traction,KGP-VSKP,2026-02-04 01:15,2026-02-04 05:09,OHE Maintenance Block,Approved
BR000894,TASK69443,S&T,DLI-JU,2026-02-04 01:30,2026-02-04 05:41,Signal Maintenance Block,Approved
BR000895,TASK68261,S&T,NDLS-UMB,2026-02-04 01:30,2026-02-04 05:37,Cable Block,Completed
BR000896,TASK99024,Engineering,NDLS-GZB,2026-02-04 01:45,2026-02-04 03:16,Track Renewal Block,Approved
BR000897,TASK65306,Engineering,GZB-CNB,2026-02-04 11:00,2026-02-04 11:51,Traffic Block,Rejected
BR000898,TASK63310,S&T,SC-NGP,2026-02-04 11:45,2026-02-04 12:27,Cable Block,Requested
BR000899,TASK82206,S&T,HWH-KGP,2026-02-04 12:30,2026-02-04 14:21,Interlocking Testing Block,Requested
BR000900,TASK55763,Engineering,BZA-MAS,2026-02-04 14:00,2026-02-04 15:42,Traffic Block,Requested
BR000901,TASK87080,S&T,HWH-KGP,2026-02-04 14:15,2026-02-04 15:43,Interlocking Testing Block,Completed
BR000902,TASK25290,S&T,BRC-ST,2026-02-04 14:45,2026-02-04 16:11,Interlocking Testing Block,Completed
BR000903,TASK34864,Engineering,NDLS-JHS,2026-02-04 15:30,2026-02-04 16:03,Track Renewal Block,Completed
BR000904,TASK92155,S&T,BSP-R,2026-02-04 22:00,2026-02-04 23:18,Signal Maintenance Block,Completed
BR000905,TASK27958,Engineering,BSR-BPL,2026-02-04 22:15,2026-02-05 03:09,Bridge Inspection Block,Requested
BR000906,TASK99166,Traction,SBC-MAS,2026-02-04 22:15,2026-02-04 23:44,Traction Feed Block,Rejected
BR000907,TASK40964,S&T,ST-BCT,2026-02-04 22:15,2026-02-05 00:22,Signal Maintenance Block,Approved
BR000908,TASK33152,S&T,ST-BCT,2026-02-04 22:15,2026-02-05 02:57,Cable Block,Completed
BR000909,TASK44522,Engineering,GZB-CNB,2026-02-04 22:15,2026-02-05 00:30,Traffic Block,Completed
BR000910,TASK45802,S&T,JU-JP,2026-02-04 22:30,2026-02-05 02:20,Interlocking Testing Block,Approved
BR000911,TASK94166,Engineering,NDLS-UMB,2026-02-04 22:45,2026-02-05 01:34,Traffic Block,Requested
BR000912,TASK40014,Traction,JTJ-SBC,2026-02-04 23:00,2026-02-05 03:01,OHE Maintenance Block,Completed
BR000913,TASK36217,S&T,JU-JP,2026-02-04 23:15,2026-02-05 01:33,Interlocking Testing Block,Approved
BR000914,TASK88613,Engineering,ST-BCT,2026-02-04 23:45,2026-02-05 03:14,Track Renewal Block,Completed
BR000915,TASK79904,Traction,NDLS-GZB,2026-02-05 00:00,2026-02-05 02:47,Power Block,Approved
BR000916,TASK21191,S&T,CSMT-BSR,2026-02-05 00:15,2026-02-05 04:49,Cable Block,Rejected
BR000917,TASK46915,Engineering,NDLS-JHS,2026-02-05 00:30,2026-02-05 02:21,Non-Interlocking Block,Cancelled
BR000918,TASK68293,Engineering,MGS-HWH,2026-02-05 00:30,2026-02-05 02:39,Traffic Block,Approved
BR000919,TASK38747,S&T,NDLS-GZB,2026-02-05 01:15,2026-02-05 04:23,Cable Block,Approved
BR000920,TASK39444,Traction,BPL-JHS,2026-02-05 01:15,2026-02-05 05:27,Traction Feed Block,Rejected
BR000921,TASK65835,S&T,NDLS-ASR,2026-02-05 01:15,2026-02-05 04:00,Signal Maintenance Block,Rejected
BR000922,TASK25086,S&T,KGP-VSKP,2026-02-05 01:45,2026-02-05 06:12,Interlocking Testing Block,Rejected
BR000923,TASK42484,Engineering,NDLS-UMB,2026-02-05 12:30,2026-02-05 14:00,Track Renewal Block,Approved
BR000924,TASK34286,Engineering,BZA-SC,2026-02-05 14:30,2026-02-05 15:57,Non-Interlocking Block,Requested
BR000925,TASK68587,Engineering,SC-NGP,2026-02-05 22:00,2026-02-06 01:16,Track Renewal Block,Approved
BR000926,TASK67263,Engineering,NJP-GHY,2026-02-05 22:15,2026-02-06 00:58,Track Renewal Block,Completed
BR000927,TASK98447,S&T,CSMT-BSR,2026-02-05 22:15,2026-02-05 23:51,Signal Maintenance Block,Requested
BR000928,TASK75776,S&T,ST-BCT,2026-02-05 22:30,2026-02-06 00:45,Cable Block,Approved
BR000929,TASK44466,Traction,NDLS-GZB,2026-02-05 22:45,2026-02-06 02:18,Traction Feed Block,Rejected
BR000930,TASK42291,Engineering,ALD-MGS,2026-02-05 23:00,2026-02-06 00:54,Traffic Block,Rejected
BR000931,TASK38409,Traction,SC-NGP,2026-02-05 23:00,2026-02-06 02:11,Power Block,Approved
BR000932,TASK33794,Engineering,ALD-MGS,2026-02-05 23:00,2026-02-06 00:38,Track Renewal Block,Approved
BR000933,TASK47260,Traction,JU-JP,2026-02-05 23:00,2026-02-06 01:15,Traction Feed Block,Rejected
BR000934,TASK50899,Engineering,SBC-UBL,2026-02-05 23:30,2026-02-06 00:43,Bridge Inspection Block,Requested
BR000935,TASK16093,S&T,GZB-CNB,2026-02-06 00:15,2026-02-06 04:48,Cable Block,Approved
BR000936,TASK28312,S&T,BPL-JHS,2026-02-06 00:15,2026-02-06 04:21,Interlocking Testing Block,Cancelled
BR000937,TASK15242,Engineering,NDLS-GZB,2026-02-06 00:15,2026-02-06 01:55,Track Renewal Block,Approved
BR000938,TASK13984,S&T,MGS-HWH,2026-02-06 00:30,2026-02-06 05:08,Cable Block,Approved
BR000939,TASK37194,Traction,NDLS-GZB,2026-02-06 00:30,2026-02-06 05:03,Power Block,Approved
BR000940,TASK64146,Traction,MGS-HWH,2026-02-06 00:45,2026-02-06 02:54,Traction Feed Block,Requested
BR000941,TASK94582,S&T,DLI-JU,2026-02-06 01:00,2026-02-06 03:16,Interlocking Testing Block,Requested
BR000942,TASK91059,Engineering,BZA-SC,2026-02-06 01:30,2026-02-06 05:02,Track Renewal Block,Approved
BR000943,TASK93820,S&T,BPL-JHS,2026-02-06 01:45,2026-02-06 04:04,Signal Maintenance Block,Requested
BR000944,TASK47326,S&T,BRC-ST,2026-02-06 01:45,2026-02-06 02:49,Interlocking Testing Block,Approved
BR000945,TASK33595,Engineering,MGS-HWH,2026-02-06 01:45,2026-02-06 02:47,Track Renewal Block,Approved
BR000946,TASK13703,Traction,CNB-ALD,2026-02-06 01:45,2026-02-06 02:56,OHE Maintenance Block,Approved
BR000947,TASK94608,Engineering,ADI-BRC,2026-02-06 12:15,2026-02-06 13:51,Track Renewal Block,Completed
BR000948,TASK31509,Engineering,BZA-MAS,2026-02-06 13:00,2026-02-06 13:45,Bridge Inspection Block,Approved
BR000949,TASK65008,Traction,MAS-JTJ,2026-02-06 13:00,2026-02-06 14:36,OHE Maintenance Block,Completed
BR000950,TASK92386,Traction,UBL-PUNE,2026-02-06 15:30,2026-02-06 16:16,OHE Maintenance Block,Approved
BR000951,TASK98767,S&T,CSMT-BSR,2026-02-06 22:00,2026-02-06 23:34,Cable Block,Cancelled
BR000952,TASK18070,Traction,ADI-BRC,2026-02-06 22:15,2026-02-07 01:48,Traction Feed Block,Approved
BR000953,TASK84717,Engineering,UBL-PUNE,2026-02-06 22:15,2026-02-07 00:11,Non-Interlocking Block,Requested
BR000954,TASK70102,S&T,BZA-SC,2026-02-06 22:30,2026-02-07 01:21,Interlocking Testing Block,Approved
BR000955,TASK53722,S&T,NDLS-GZB,2026-02-06 22:30,2026-02-06 23:58,Cable Block,Completed
BR000956,TASK38154,S&T,VSKP-BZA,2026-02-06 22:30,2026-02-07 01:12,Signal Maintenance Block,Requested
BR000957,TASK34222,Engineering,MAS-JTJ,2026-02-06 22:30,2026-02-07 02:46,Track Renewal Block,Cancelled
BR000958,TASK73468,S&T,BZA-MAS,2026-02-06 22:45,2026-02-07 02:25,Interlocking Testing Block,Completed
BR000959,TASK76176,Traction,NDLS-JHS,2026-02-06 23:15,2026-02-07 02:14,Traction Feed Block,Approved
BR000960,TASK21054,Engineering,NJP-GHY,2026-02-06 23:30,2026-02-07 02:50,Bridge Inspection Block,Completed
BR000961,TASK82519,Engineering,CSMT-BSR,2026-02-06 23:30,2026-02-07 04:27,Track Renewal Block,Completed
BR000962,TASK63463,Engineering,NDLS-JHS,2026-02-06 23:30,2026-02-07 04:13,Non-Interlocking Block,Approved
BR000963,TASK72999,Engineering,BPL-JHS,2026-02-07 00:00,2026-02-07 02:03,Non-Interlocking Block,Completed
BR000964,TASK98270,S&T,SBC-MAS,2026-02-07 00:00,2026-02-07 03:20,Cable Block,Approved
BR000965,TASK20567,Engineering,BSR-BPL,2026-02-07 00:15,2026-02-07 05:14,Bridge Inspection Block,Approved
BR000966,TASK82295,Engineering,MGS-HWH,2026-02-07 01:30,2026-02-07 05:02,Track Renewal Block,Approved
BR000967,TASK86766,Engineering,CNB-ALD,2026-02-07 01:30,2026-02-07 05:28,Traffic Block,Requested
BR000968,TASK92429,Engineering,NDLS-GZB,2026-02-07 01:30,2026-02-07 02:54,Traffic Block,Approved
BR000969,TASK53544,S&T,SBC-UBL,2026-02-07 01:45,2026-02-07 04:44,Interlocking Testing Block,Approved
BR000970,TASK71708,Engineering,ADI-BRC,2026-02-07 01:45,2026-02-07 04:52,Non-Interlocking Block,Approved
BR000971,TASK74590,Engineering,NDLS-JHS,2026-02-07 01:45,2026-02-07 06:22,Traffic Block,Completed
BR000972,TASK11875,S&T,MGS-HWH,2026-02-07 10:15,2026-02-07 11:17,Interlocking Testing Block,Completed
BR000973,TASK10465,S&T,PUNE-CSMT,2026-02-07 11:45,2026-02-07 13:32,Cable Block,Approved
BR000974,TASK32635,Engineering,VSKP-BZA,2026-02-07 12:15,2026-02-07 12:53,Track Renewal Block,Approved
BR000975,TASK90276,Traction,VSKP-BZA,2026-02-07 12:15,2026-02-07 13:26,Traction Feed Block,Approved
BR000976,TASK67724,Engineering,BSR-BPL,2026-02-07 12:45,2026-02-07 14:39,Traffic Block,Approved
